City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
312,Puerto Narino,CO,-3.7703,-70.3831,71.49,100,100,2.73,heavy intensity rain
313,Mascota,MX,20.5167,-104.7833,58.32,51,16,0.85,few clouds
314,Komsomolskiy,UZ,40.4272,71.7189,52.52,66,100,2.3,overcast clouds
315,Sarangani,PH,5.4033,125.4636,82.63,75,71,18.34,broken clouds
316,Aksu,CN,41.1231,80.2644,54.32,33,100,1.12,overcast clouds
317,Juneau,US,58.3019,-134.4197,42.84,81,100,12.66,overcast clouds
318,Namibe,AO,-15.1961,12.1522,69.21,75,39,8.75,scattered clouds
319,Sandpoint,US,48.2766,-116.5533,52.68,69,75,0.0,broken clouds
320,Gubskaya,RU,44.3164,40.6358,28.85,70,1,5.46,clear sky
321,Mount Isa,AU,-20.7333,139.5,91.17,15,7,12.66,clear sky
322,Georgetown,MY,5.4112,100.3354,87.73,78,20,4.61,thunderstorm
323,Ponta Delgada,PT,37.7333,-25.6667,57.92,77,40,5.75,scattered clouds
324,Pinega,RU,64.7001,43.3936,-0.76,99,48,4.05,scattered clouds
325,Mocuba,MZ,-16.8392,36.9856,70.36,99,73,3.6,light rain
326,Tessalit,ML,20.1986,1.0114,78.66,8,44,12.93,scattered clouds
327,Verkhovyna,UA,48.1557,24.7911,39.42,82,1,7.54,clear sky
328,Shache,CN,38.4167,77.2406,57.16,30,70,8.95,broken clouds
329,Shimoda,JP,34.6667,138.95,53.96,82,100,13.47,light rain
330,El Torno,BO,-17.9919,-63.3824,73.49,87,100,4.83,overcast clouds
331,Verkhoyansk,RU,67.5447,133.385,8.47,81,100,1.21,overcast clouds
332,Oakdale,US,44.963,-92.9649,35.02,38,100,12.66,overcast clouds
333,Oranjemund,NA,-28.55,16.4333,60.78,92,0,5.59,clear sky
334,Arusha,TZ,-3.3667,36.6833,65.46,95,84,2.84,broken clouds
335,Sandnessjoen,NO,66.0217,12.6316,20.64,74,87,1.99,overcast clouds
336,Hellin,ES,38.5106,-1.701,47.93,85,100,2.71,overcast clouds
337,Merauke,ID,-8.4667,140.3333,79.86,84,100,14.2,moderate rain
338,Plettenberg Bay,ZA,-34.0527,23.3716,65.46,85,100,1.72,overcast clouds
339,Grindavik,IS,63.8424,-22.4338,37.87,75,75,17.27,broken clouds
340,Kamenka,RU,51.3223,42.7678,35.89,79,73,22.24,broken clouds
341,Ketchikan,US,55.3422,-131.6461,46.87,66,100,3.44,overcast clouds
342,Grimshaw,CA,56.1834,-117.6027,33.42,93,75,6.91,broken clouds
343,Port Augusta,AU,-32.5,137.7667,81.1,40,23,12.84,few clouds
344,Kuala Terengganu,MY,5.3302,103.1408,85.95,79,6,3.44,clear sky
345,Egvekinot,RU,66.3167,-179.1667,1.74,84,62,7.9,broken clouds
346,Pionerskiy,RU,54.9508,20.2275,39.04,86,94,11.14,overcast clouds
347,Jibuti,DJ,11.5,42.5,69.98,60,15,9.69,few clouds
348,Mbekenyera,TZ,-10.0,38.9833,69.85,97,86,3.47,overcast clouds
349,Bennington,US,42.8781,-73.1968,18.05,53,100,8.05,overcast clouds
350,Yudong,CN,29.385,106.5194,68.59,62,100,2.35,overcast clouds
351,Sabana De Torres,CO,7.3915,-73.4957,81.21,85,95,2.98,overcast clouds
352,Itapolis,BR,-21.5956,-48.8128,68.59,93,16,7.09,few clouds
353,Andenes,NO,69.3143,16.1194,30.18,80,75,23.02,snow
354,Tagusao,PH,9.1924,117.8141,82.08,77,100,4.59,moderate rain
355,Joshimath,IN,30.5667,79.5667,68.81,22,0,0.4,clear sky
356,Fenyi,CN,27.8112,114.6681,66.02,64,99,6.67,overcast clouds
357,Belmonte,BR,-15.8631,-38.8828,77.65,83,98,6.6,overcast clouds
358,Takoradi,GH,4.8845,-1.7554,80.42,89,54,7.43,broken clouds
359,Sydney,AU,-33.8679,151.2073,71.64,94,75,5.75,broken clouds
360,Stephenville,US,32.2207,-98.2023,75.99,48,0,13.8,clear sky
361,Springdale,US,36.1867,-94.1288,62.33,56,0,9.22,clear sky
362,Port Lincoln,AU,-34.7333,135.8667,69.66,58,100,8.5,overcast clouds
363,Eirunepe,BR,-6.6603,-69.8736,72.81,99,100,2.73,overcast clouds
364,Ahar,IR,38.4774,47.0699,28.89,85,28,1.74,scattered clouds
365,Tatvan,TR,38.5067,42.2817,19.47,87,4,4.72,clear sky
366,Sibu,MY,2.3,111.8167,84.51,79,40,5.01,scattered clouds
367,Suhbaatar,MN,50.2314,106.2078,26.55,44,100,1.3,overcast clouds
368,Sterling,US,39.0062,-77.4286,29.26,44,0,21.85,clear sky
369,Angoche,MZ,-16.2325,39.9086,77.27,88,86,8.34,light rain
370,Labuhan,ID,-6.8844,112.2051,83.68,72,99,0.36,overcast clouds
371,Merritt Island,US,28.5392,-80.672,73.4,65,0,8.05,clear sky
372,Portland,US,45.5234,-122.6762,57.79,79,75,8.05,broken clouds
373,Vlasotince,RS,42.9636,22.1231,47.25,67,100,3.74,overcast clouds
374,Jelenia Gora,PL,50.8997,15.729,49.3,80,95,6.38,overcast clouds
375,Vung Tau,VN,10.346,107.0843,85.64,65,18,9.1,few clouds
376,Van Buren,US,35.4368,-94.3483,61.36,56,79,8.01,broken clouds
377,Mount Gambier,AU,-37.8333,140.7667,66.11,59,100,10.36,overcast clouds
378,Altagracia De Orituco,VE,9.8601,-66.3814,73.24,83,100,5.88,overcast clouds
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.62,87,95,4.72,overcast clouds
380,Whitehorse,CA,60.7161,-135.0538,38.17,55,40,20.71,scattered clouds
381,Deputatskiy,RU,69.3,139.9,-0.62,85,15,3.36,few clouds
382,Amursk,RU,50.2261,136.8994,32.02,96,100,13.11,light snow
383,Ancud,CL,-41.8697,-73.8203,44.22,73,69,22.28,light rain
384,Oksfjord,NO,70.2396,22.3479,28.0,80,100,15.52,light snow
385,Alihe,CN,50.5667,123.7167,28.85,36,5,12.8,clear sky
386,Hasaki,JP,35.7333,140.8333,52.29,58,100,11.21,overcast clouds
387,Ossora,RU,59.2353,163.0719,30.33,93,100,12.1,light snow
388,Upernavik,GL,72.7868,-56.1549,19.89,71,100,5.88,overcast clouds
389,Catuday,PH,16.2923,119.8062,87.93,54,84,9.62,broken clouds
390,Nenjiang,CN,49.1833,125.2167,33.87,31,35,17.54,scattered clouds
391,Vestmannaeyjar,IS,63.4427,-20.2734,36.59,80,20,28.77,few clouds
392,West Wendover,US,40.7391,-114.0733,59.54,24,96,16.04,overcast clouds
393,Nosy Varika,MG,-20.5833,48.5333,72.73,91,100,10.33,light rain
394,Krasnogorsk,RU,55.8225,37.3181,34.14,80,75,17.9,broken clouds
395,Gigmoto,PH,13.7796,124.39,84.6,71,12,13.04,few clouds
396,Santa Clarita,US,34.3917,-118.5426,54.52,90,99,3.0,light rain
397,Majene,ID,-3.5403,118.9707,87.04,57,84,4.0,broken clouds
398,Aykhal,RU,66.0,111.5,6.42,85,70,10.78,broken clouds
399,Banamba,ML,13.55,-7.45,82.44,13,10,4.94,clear sky
400,Choma,ZM,-16.8065,26.9531,60.53,99,60,4.94,broken clouds
401,General Roca,AR,-39.0333,-67.5833,62.62,42,0,9.66,clear sky
402,Port Hardy,CA,50.6996,-127.4199,51.98,62,40,5.75,scattered clouds
403,Palmer,US,42.1584,-72.3287,21.85,46,100,12.66,overcast clouds
404,Kirkkonummi,FI,60.1238,24.4385,26.01,76,97,8.72,overcast clouds
405,Mitsamiouli,KM,-11.3847,43.2844,81.55,76,11,6.89,few clouds
406,Jalu,LY,29.0331,21.5482,62.1,13,72,9.6,broken clouds
407,Urumqi,CN,43.801,87.6005,45.55,53,0,4.47,clear sky
408,Longyearbyen,SJ,78.2186,15.6401,4.84,78,20,8.05,few clouds
409,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,32,0,17.27,clear sky
410,Halifax,CA,44.6453,-63.5724,33.8,88,75,12.66,broken clouds
411,Severobaykalsk,RU,55.65,109.3167,12.83,80,79,2.98,broken clouds
412,Neiafu,TO,-18.65,-173.9833,84.88,79,75,11.5,broken clouds
413,Ust-Maya,RU,60.4167,134.5333,26.87,81,85,4.05,overcast clouds
414,Malanje,AO,-9.5402,16.341,64.31,98,100,2.82,light rain
415,The Pas,CA,53.8251,-101.2541,24.82,63,75,6.91,broken clouds
416,College,US,64.8569,-147.8028,39.18,52,100,4.61,overcast clouds
417,Bazarnyye Mataki,RU,54.8833,49.9333,20.7,95,100,20.8,light snow
418,Fochville,ZA,-26.4886,27.4939,57.69,69,0,4.65,clear sky
419,Dunnville,CA,42.9001,-79.6163,21.94,64,48,11.36,scattered clouds
420,Maarianhamina,AX,60.0973,19.9348,26.46,80,100,8.05,overcast clouds
421,Altamira,BR,-3.2033,-52.2064,70.47,100,97,1.86,overcast clouds
422,Jonesboro,US,35.8423,-90.7043,50.04,53,0,9.22,clear sky
423,New Albany,US,38.2856,-85.8241,43.02,38,100,3.0,overcast clouds
424,Grand Gaube,MU,-20.0064,57.6608,75.38,79,0,1.99,clear sky
425,Guadalupe,MX,25.6833,-100.25,81.39,41,32,6.6,scattered clouds
426,Kibuye,RW,-2.0597,29.3482,64.06,79,94,1.77,overcast clouds
427,Odweyne,SO,9.4092,45.064,67.33,28,5,7.99,clear sky
428,Sukhobezvodnoye,RU,57.0491,44.8891,21.52,97,100,1.74,overcast clouds
429,Palekh,RU,56.8028,41.8572,32.2,81,100,12.71,overcast clouds
430,Nybro,SE,56.7446,15.9071,38.05,54,100,7.96,overcast clouds
431,Lagoa,PT,39.05,-27.9833,59.04,88,82,8.72,broken clouds
432,Sept-Iles,CA,50.2001,-66.3821,29.05,95,100,4.61,overcast clouds
433,Riverton,US,40.5219,-111.9391,57.83,51,0,25.32,clear sky
434,Nago,JP,26.5881,127.9761,70.65,85,100,10.85,overcast clouds
435,Dembi Dolo,ET,8.5333,34.8,61.36,53,100,2.8,overcast clouds
436,Cordoba,AR,-31.4135,-64.1811,73.42,72,0,12.66,clear sky
437,Tyulgan,RU,52.3405,56.166,15.26,96,100,11.52,overcast clouds
438,Boende,CD,-0.2167,20.8667,71.71,96,100,4.61,overcast clouds
439,Vardo,NO,70.3705,31.1107,28.56,75,100,28.21,snow
440,Sakaiminato,JP,35.55,133.2333,53.58,50,75,8.05,broken clouds
441,Mangai,CD,-4.05,19.5333,69.84,100,100,3.02,moderate rain
442,Houlton,US,46.1262,-67.8403,21.61,71,100,14.97,overcast clouds
443,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
444,Flin Flon,CA,54.7682,-101.865,21.99,96,100,5.66,light snow
445,Kharp,RU,66.8014,65.8081,24.17,97,100,3.47,light snow
446,Garowe,SO,8.4054,48.4845,69.51,81,3,8.86,clear sky
447,Bolgar,RU,54.95,49.0667,23.45,95,100,24.34,light snow
448,Nanortalik,GL,60.1432,-45.2371,28.87,82,11,3.15,few clouds
449,Verkhnetulomskiy,RU,68.6073,31.7962,19.53,95,100,7.76,overcast clouds
450,Urucara,BR,-2.5364,-57.76,73.87,98,100,1.86,overcast clouds
451,Beruwala,LK,6.4788,79.9828,81.32,77,8,4.14,clear sky
452,Te Anau,NZ,-45.4167,167.7167,66.69,53,94,2.13,overcast clouds
453,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.37,59,0,7.23,clear sky
454,Thinadhoo,MV,0.5333,72.9333,81.57,64,3,5.06,clear sky
455,Lamar,US,33.6668,-95.5836,70.65,56,0,10.36,clear sky
456,Haines Junction,CA,60.7522,-137.5108,39.15,48,72,4.61,broken clouds
457,San Cristobal,VE,7.7669,-72.225,69.98,82,93,2.19,overcast clouds
458,Eureka,US,40.8021,-124.1637,54.57,87,85,4.0,overcast clouds
459,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.36,81,74,0.92,broken clouds
460,Shenjiamen,CN,29.9576,122.298,55.22,72,0,8.39,clear sky
461,Gallup,US,35.5281,-108.7426,52.02,34,95,5.99,overcast clouds
462,Okha,RU,53.5739,142.9478,29.98,78,9,4.32,clear sky
463,Vao,NC,-22.6667,167.4833,78.44,74,99,13.11,overcast clouds
464,Ziarat,PK,30.3823,67.7282,57.09,17,0,6.71,clear sky
465,Liuhe,CN,42.2401,125.7172,47.46,26,100,13.78,overcast clouds
466,North Bend,US,43.4065,-124.2243,54.25,98,100,13.8,mist
467,Gidole,ET,5.65,37.3667,57.9,45,61,4.27,broken clouds
468,Luanda,AO,-8.8368,13.2343,78.8,89,75,5.75,broken clouds
469,Champerico,GT,14.3,-91.9167,82.69,65,11,7.52,few clouds
470,Berdigestyakh,RU,62.0989,126.6992,19.89,83,99,8.05,overcast clouds
471,Bandarbeyla,SO,9.4942,50.8122,77.86,78,41,6.55,light rain
472,Vallenar,CL,-28.5708,-70.7581,67.48,58,0,1.88,clear sky
473,San Quintin,MX,30.4833,-115.95,61.3,83,79,14.36,broken clouds
474,Kaura Namoda,NG,12.5898,6.5779,70.02,7,5,10.02,clear sky
475,Singaraja,ID,-8.112,115.0882,82.76,75,82,0.13,broken clouds
476,Ypsonas,CY,34.6884,32.9574,58.28,41,100,6.6,overcast clouds
477,Bushehr,IR,28.9684,50.8385,62.69,55,0,18.41,clear sky
478,Sao Filipe,CV,14.8961,-24.4956,70.47,73,0,10.36,clear sky
479,Bergen,NO,60.392,5.328,35.08,90,75,6.91,broken clouds
480,Salisbury,GB,51.0693,-1.7957,51.69,87,100,10.45,overcast clouds
481,Galveston,US,29.3669,-94.9669,71.04,89,15,5.01,few clouds
482,Batagay-Alyta,RU,67.8006,130.4114,7.09,69,32,1.88,scattered clouds
483,Skeldon,GY,5.8833,-57.1333,74.32,90,100,5.57,overcast clouds
484,Yeppoon,AU,-23.1333,150.7333,89.38,38,4,5.01,clear sky
485,Svetlyy,RU,54.675,20.1347,39.25,88,82,9.04,broken clouds
486,Porto Santo,PT,33.072,-16.3415,59.38,88,20,4.61,few clouds
487,Tyret Pervaya,RU,53.6703,102.3106,20.12,84,100,3.15,overcast clouds
488,Palu,ID,-0.8917,119.8707,91.42,47,16,3.36,few clouds
489,Charleston,US,32.7766,-79.9309,59.18,83,0,4.61,clear sky
490,Cockburn Town,TC,21.4612,-71.1419,76.53,68,30,17.92,scattered clouds
491,Maiduguri,NG,11.8464,13.1603,68.45,30,46,7.67,scattered clouds
492,Santa Cruz,BO,-17.8,-63.1667,74.66,88,100,4.61,overcast clouds
493,Qasigiannguit,GL,68.8193,-51.1922,17.62,77,10,5.32,clear sky
494,Bonavista,CA,48.6499,-53.1147,32.63,98,100,10.94,snow
495,Bodden Town,KY,19.2833,-81.25,78.93,67,20,14.97,few clouds
496,Warrenton,ZA,-28.114,24.8475,63.54,57,0,11.39,clear sky
497,Mgandu,TZ,-5.95,34.1333,59.52,97,71,5.68,broken clouds
498,Port Hawkesbury,CA,45.6169,-61.3485,35.91,99,100,8.05,overcast clouds
499,Willmar,US,45.1219,-95.0433,35.55,59,100,17.27,overcast clouds
500,Husavik,IS,66.0449,-17.3389,23.97,79,44,7.0,scattered clouds
501,Hammerfest,NO,70.6634,23.6821,27.05,80,75,13.8,broken clouds
502,Nongstoin,IN,25.5167,91.2667,67.12,59,57,3.02,broken clouds
503,Tsaratanana,MG,-16.7833,47.65,72.09,94,100,6.31,overcast clouds
504,Sobolevo,RU,54.4299,31.8996,36.63,87,100,14.2,overcast clouds
505,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,87,57,4.65,broken clouds
506,Onguday,RU,50.75,86.15,26.31,78,100,3.56,overcast clouds
507,Kilindoni,TZ,-7.9139,39.6668,82.2,73,100,10.42,light rain
508,Talcahuano,CL,-36.7167,-73.1167,56.88,88,75,6.91,broken clouds
509,Necochea,AR,-38.5473,-58.7368,66.76,56,0,15.35,clear sky
510,Kasane,BW,-17.8167,25.15,63.73,96,24,6.46,few clouds
511,Borkenes,NO,68.774,16.1739,27.55,98,100,11.99,light snow
512,Centralia,US,46.7162,-122.9543,54.05,77,100,0.0,overcast clouds
513,Totness,SR,5.8833,-56.3167,76.24,85,88,8.68,overcast clouds
514,Le Marin,MQ,14.4721,-60.8697,76.91,78,40,9.22,scattered clouds
515,Umred,IN,20.85,79.3333,88.09,12,16,2.01,few clouds
516,Sur,OM,22.5667,59.5289,78.01,67,1,8.77,clear sky
517,Waingapu,ID,-9.6567,120.2641,84.56,66,43,3.13,scattered clouds
518,Felipe Carrillo Puerto,MX,19.5833,-88.05,76.12,63,100,5.79,overcast clouds
519,Tuatapere,NZ,-46.1333,167.6833,65.16,64,100,4.72,light rain
520,Colwyn Bay,GB,53.2948,-3.7267,48.74,91,46,1.99,scattered clouds
521,Berlevag,NO,70.8578,29.0864,26.4,76,100,27.22,light snow
522,Sorland,NO,67.667,12.6934,33.42,53,94,10.27,overcast clouds
523,Nicoya,CR,10.1483,-85.452,79.75,64,100,11.72,overcast clouds
524,Havelock,US,34.8791,-76.9013,51.93,41,12,11.43,few clouds
525,Rafai,CF,4.95,23.9167,71.58,24,100,1.12,overcast clouds
526,Mirzapur,IN,25.15,82.5833,80.56,9,21,3.58,few clouds
527,Lopsmarka,NO,67.3134,14.4493,17.49,79,20,12.66,few clouds
528,Goderich,CA,43.7501,-81.7165,26.91,58,100,11.5,overcast clouds
529,Belyy Yar,RU,53.6039,91.3903,30.09,66,0,0.0,clear sky
530,Broome,US,42.2506,-75.833,20.46,76,100,12.66,overcast clouds
531,Kavaratti,IN,10.5669,72.642,83.68,77,100,11.95,light rain
532,Kurya,RU,51.6003,82.2888,34.48,82,100,14.45,overcast clouds
533,Dvinskoy,RU,62.1535,45.1175,6.35,97,100,2.95,overcast clouds
534,Maniitsoq,GL,65.4167,-52.9,20.95,75,9,6.89,clear sky
535,Valparaiso,CL,-33.0393,-71.6273,60.48,64,0,4.61,clear sky
536,Santa Maria,BR,-29.6842,-53.8069,65.5,82,0,2.3,clear sky
537,Johi,PK,26.6921,67.6133,87.12,19,0,5.1,clear sky
538,Bowen,AU,-20.0167,148.2333,85.42,57,0,15.75,clear sky
539,Rawson,AR,-43.3002,-65.1023,59.47,49,77,18.57,broken clouds
540,Tilichiki,RU,60.4667,166.1,25.75,82,100,32.7,light snow
541,Kluang,MY,2.0251,103.3328,86.07,65,1,5.66,clear sky
542,Korla,CN,41.7597,86.1469,52.61,28,92,6.67,overcast clouds
543,Rosetown,CA,51.5501,-108.0014,33.78,80,99,12.66,overcast clouds
544,Derbent,RU,42.0678,48.2899,36.27,62,1,11.79,clear sky
545,Yichang,CN,30.7144,111.2847,68.23,56,6,3.49,clear sky
546,Vedelago,IT,45.6872,12.0164,50.38,89,75,3.44,mist
547,Mozarlandia,BR,-14.7447,-50.5706,75.0,79,40,2.53,scattered clouds
548,Auki,SB,-8.7676,160.7034,81.82,83,100,5.66,overcast clouds
549,Las Margaritas,MX,16.3167,-91.9833,58.84,95,42,6.02,scattered clouds
550,Olavarria,AR,-36.8927,-60.3225,66.02,78,1,10.25,clear sky
551,Fenton,US,42.7978,-83.7049,23.49,73,3,6.44,clear sky
552,Slave Lake,CA,55.2834,-114.769,31.98,80,0,2.3,clear sky
553,Medea,DZ,36.2642,2.7539,55.6,46,100,9.4,overcast clouds
554,Kollam,IN,8.8833,76.6,82.42,76,4,2.37,clear sky
555,Kadugannawa,LK,7.2547,80.5242,77.5,73,5,1.12,clear sky
556,Honiara,SB,-9.4333,159.95,85.03,77,95,6.42,overcast clouds
557,Harper,LR,4.375,-7.7169,79.29,89,62,6.91,broken clouds
558,Helena,US,46.5927,-112.0361,52.2,66,97,14.0,overcast clouds
559,Chara,RU,56.9064,118.2631,11.3,58,42,3.36,scattered clouds
560,Aklavik,CA,68.2191,-135.0107,-3.73,98,100,4.36,overcast clouds
561,Silver City,US,32.7701,-108.2803,58.96,31,100,11.01,overcast clouds
562,Gorin,RU,51.1983,136.6669,32.13,98,100,9.04,overcast clouds
563,Umm Lajj,SA,25.0213,37.2685,74.59,39,0,6.55,clear sky
564,Turukhansk,RU,65.8167,87.9833,19.8,90,100,16.15,overcast clouds
565,Kalabo,ZM,-14.97,22.6814,66.42,94,100,6.13,light rain
566,Gizo,SB,-8.103,156.8419,84.96,72,86,9.15,light rain
567,Bogovarovo,RU,58.9785,47.0246,17.31,94,100,9.19,light snow
568,Houma,US,29.5958,-90.7195,69.01,93,40,8.05,scattered clouds
569,Erzin,TR,36.9559,36.2,49.77,63,28,5.68,scattered clouds
570,Bose,IT,45.4612,8.0137,52.29,40,100,3.2,overcast clouds
571,Sale,MA,34.0389,-6.8166,60.64,100,75,0.0,broken clouds
572,Qaqortoq,GL,60.7167,-46.0333,24.13,80,5,4.0,clear sky
573,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,26.47,93,100,10.36,light snow
574,Santa Fe,AR,-31.6333,-60.7,69.98,80,0,1.99,light rain
575,Havoysund,NO,70.9963,24.6622,30.43,76,100,27.67,light snow
576,San Javier,ES,37.8063,-0.8374,57.67,77,100,13.8,overcast clouds
577,Sambava,MG,-14.2667,50.1667,74.43,88,14,5.12,few clouds
578,Funchal,PT,32.6333,-16.9,63.05,88,20,3.0,few clouds
579,Davila,PH,18.4726,120.5763,75.18,64,7,20.02,clear sky
580,Sabha,LY,27.0377,14.4283,64.69,12,65,8.39,broken clouds
581,Saint-Augustin,CA,51.226,-58.6502,30.81,99,97,9.48,overcast clouds
582,Axim,GH,4.8699,-2.2405,80.06,90,73,6.38,broken clouds
583,Wilmington,US,34.2257,-77.9447,51.71,70,8,1.01,clear sky
584,Sistranda,NO,63.7256,8.834,30.16,62,100,16.33,light snow
585,Dhidhdhoo,MV,6.8833,73.1,82.65,71,4,3.27,clear sky
586,Alta Floresta,BR,-9.8756,-56.0861,70.95,96,99,2.04,overcast clouds
587,Jilotepec,MX,19.6,-96.9333,57.09,71,0,3.83,clear sky
588,Praia,CV,14.9215,-23.5087,70.34,73,75,18.41,broken clouds
589,Araouane,ML,18.9048,-3.5265,81.52,10,53,11.25,broken clouds
590,Paka,MY,4.6374,103.4368,85.98,74,20,3.44,few clouds
591,Whitianga,NZ,-36.8333,175.7,73.22,66,51,8.3,broken clouds
592,Omsukchan,RU,62.5333,155.8,8.15,88,100,9.71,overcast clouds
593,Gladstone,AU,-23.85,151.25,89.78,33,8,10.36,clear sky
594,Seoul,KR,37.5683,126.9778,56.59,41,20,8.05,few clouds
595,Rock Springs,US,41.5875,-109.2029,51.04,51,100,4.0,overcast clouds
596,Mastic Beach,US,40.7668,-72.8521,25.02,44,83,13.0,broken clouds
597,Khanpur,PK,28.6453,70.6567,86.02,10,0,4.43,clear sky
598,Caravelas,BR,-17.7125,-39.2481,75.58,91,19,6.06,few clouds
599,Sidi Ali,DZ,36.0998,0.4206,57.43,76,88,4.99,overcast clouds
600,Bonthe,SL,7.5264,-12.505,75.83,80,52,4.52,broken clouds
601,San Martin,AR,-33.081,-68.4681,72.14,39,0,4.25,clear sky
602,Ende,ID,-8.8432,121.6623,83.21,80,64,3.91,broken clouds
603,Metro,ID,-5.1131,105.3067,85.42,67,80,3.74,broken clouds
604,Mandalgovi,MN,45.7625,106.2708,28.9,50,80,13.49,broken clouds
605,Veraval,IN,20.9,70.3667,81.72,62,7,11.43,clear sky
606,Haldibari,IN,26.3333,88.7667,82.11,53,37,9.78,scattered clouds
607,Big Spring,US,32.2504,-101.4787,80.24,27,0,18.41,clear sky
608,Santa Rosa,PH,14.3122,121.1114,93.11,66,59,19.28,broken clouds
609,Itaqui,BR,-29.1253,-56.5531,65.19,72,0,9.31,clear sky
610,Xinyang,CN,32.1228,114.0656,66.02,59,99,9.69,overcast clouds
611,Porto Novo,BJ,6.4965,2.6036,84.02,85,100,6.8,overcast clouds
612,Marawi,PH,7.9986,124.2928,81.19,63,100,1.95,overcast clouds
613,Yuanping,CN,38.7153,112.7575,51.91,57,100,4.54,overcast clouds
614,Rochegda,RU,62.8,43.25,5.11,98,100,1.39,overcast clouds
615,Soyo,AO,-6.1349,12.3689,78.04,86,100,5.03,moderate rain
616,Coolum Beach,AU,-26.5333,153.1,80.33,77,70,6.46,broken clouds
617,Pochutla,MX,15.7432,-96.4661,79.83,62,85,3.47,overcast clouds
618,Gedo,ET,9.0167,37.45,53.08,38,68,3.11,broken clouds
619,Scarborough,GB,54.2797,-0.4044,46.33,90,100,3.2,overcast clouds
620,Karwar,IN,14.8,74.1333,81.46,74,51,0.98,broken clouds
621,Guerande,FR,47.3291,-2.4283,52.75,88,100,7.83,overcast clouds
